,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Unnamed: 0,1173,1452,2556,3998,4853,5186,5642,5949,6339,7486,8081,9292,12636,14666,16562
gene_name,PRKACA,OSBPL6,LAMA1,MDN1,SATB2,PIK3CA,IL1B,PPAT,PPIL4,MAPKBP1,TP53,DHX37,SIMC1,MUC16,MYO18A
gene_id,ENSG00000072062.9,ENSG00000079156.12,ENSG00000101680.9,ENSG00000112159.7,ENSG00000119042.12,ENSG00000121879.3,ENSG00000125538.7,ENSG00000128059.4,ENSG00000131013.3,ENSG00000137802.9,ENSG00000141510.11,ENSG00000150990.3,ENSG00000170085.13,ENSG00000181143.11,ENSG00000196535.10
BC07_15,1.4982508675278254,0.04684025420297235,0.021479727410451392,3.981213342970905,0.03421571533791298,3.84468693629507,0.012926174444270048,6.07354177655832,6.02806076015032,0.0,4.570705788537075,0.04544297076116712,3.7351972093841614,0.3045110418099528,0.0
BC07_87,5.5933238888348535,0.06350294230615795,0.1401242239090707,4.956149606572474,0.03703073094496703,0.2252749298695693,0.01578299724092746,0.0,3.5038575325774293,0.06073915785767853,4.90192882003766,0.049630767724600434,0.0,0.04124298223188134,1.623398682377264
BC07_12,0.0,0.0398402645317911,0.03280614508324148,1.4184598375809911,0.03562390973072122,4.211868831412478,0.0172092900322231,0.0,6.0061857999462935,0.2666366425139895,0.8431798902571742,0.04823618565284762,2.379620962055708,0.07587486697512763,2.149584553158137
BC07_72,0.29395897902869444,0.0676387168753633,0.04823618565284762,3.279768421593595,0.05380644369579382,0.2228045610452611,2.2069557323872795,0.2998307618223704,0.5129853348136765,0.08678376614206665,0.6452405126452653,0.070389327891398,0.09356017616233782,0.12829340100981754,0.267835392097615
BC07_08,4.7043740159799325,0.06073915785767853,0.02431967919541289,5.8109571587378,0.03562390973072122,0.34709867062226835,0.06901467791518046,0.886745224742109,4.543557747238345,0.19029879162659466,4.391217807602898,0.04684025420297235,0.0,0.02856915219677092,0.0
BC07_38,3.4272038783030485,0.04684025420297235,0.02431967919541289,0.5300707422250839,0.03562390973072122,0.3729520979118291,0.04823618565284762,3.2194008821582414,6.656124494010416,1.5280711645787357,5.872139252452753,0.04823618565284762,0.0,1.3723949652380243,0.2228045610452611
BC07_65,1.4515408330178317,0.03562390973072122,0.022900402110078828,0.8583789250820709,0.03562390973072122,0.0,0.020057652341253483,0.0,4.684818737553223,0.0,5.562028675788814,0.04823618565284762,0.0,0.022900402110078828,0.19029879162659466
BC07_01,3.54089520493632,0.06073915785767853,0.04404433270602122,0.0,0.03703073094496703,0.0,0.018634174139050972,0.0,5.718772591827188,0.0,6.447066690928179,0.04823618565284762,0.0,0.02856915219677092,0.0
BC07_01,3.54089520493632,0.06073915785767853,0.04404433270602122,0.0,0.03703073094496703,0.0,0.018634174139050972,0.0,5.718772591827188,0.0,6.447066690928179,0.04823618565284762,0.0,0.02856915219677092,0.0
BC07_72,0.29395897902869444,0.0676387168753633,0.04823618565284762,3.279768421593595,0.05380644369579382,0.2228045610452611,2.2069557323872795,0.2998307618223704,0.5129853348136765,0.08678376614206665,0.6452405126452653,0.070389327891398,0.09356017616233782,0.12829340100981754,0.267835392097615
BC07_31,2.024674280411624,0.04684025420297235,0.03280614508324148,5.000631041050222,0.03421571533791298,2.7015490569430707,0.014355292977070054,4.186104332588892,6.109548615735818,3.1125333375539763,4.427539131491853,4.7427607866889385,0.0,0.0398402645317911,0.0
BC07_08,4.7043740159799325,0.06073915785767853,0.02431967919541289,5.8109571587378,0.03562390973072122,0.34709867062226835,0.06901467791518046,0.886745224742109,4.543557747238345,0.19029879162659466,4.391217807602898,0.04684025420297235,0.0,0.02856915219677092,0.0
BC07_27,0.0,0.0,0.05797006863732995,1.4457267033499843,0.03562390973072122,1.0690146779151806,1.5694910919587162,6.644461994481813,4.040191071838295,0.0,5.879730268367713,0.04684025420297235,0.6470842126289537,4.822985018546877,0.0
BC07_08,4.7043740159799325,0.06073915785767853,0.02431967919541289,5.8109571587378,0.03562390973072122,0.34709867062226835,0.06901467791518046,0.886745224742109,4.543557747238345,0.19029879162659466,4.391217807602898,0.04684025420297235,0.0,0.02856915219677092,0.0
BC07_75,0.0,0.03843618165610792,0.02431967919541289,0.4874863493485362,0.03843618165610792,0.0,0.01578299724092746,0.0,0.0,0.062121711907797486,5.029276182370632,0.049630767724600434,3.283032774616415,0.025737561413608275,0.0
BC07_15,1.4982508675278254,0.04684025420297235,0.021479727410451392,3.981213342970905,0.03421571533791298,3.84468693629507,0.012926174444270048,6.07354177655832,6.02806076015032,0.0,4.570705788537075,0.04544297076116712,3.7351972093841614,0.3045110418099528,0.0
BC07_06,0.0,0.04124298223188134,0.062121711907797486,0.2228045610452611,0.03562390973072122,3.6849309178760423,0.04124298223188134,0.0,3.4666271200415015,0.0,0.0,0.04823618565284762,0.0,0.022900402110078828,0.0
BC07_89,0.0,0.049630767724600434,0.02856915219677092,2.9618085147374766,0.042644337408493715,0.0,0.04404433270602122,0.0,6.09505938737255,0.070389327891398,3.2345013205622104,0.05658352836636753,0.07450543636362976,0.042644337408493715,0.15704371014558002
BC07_24,0.0,0.05935527761642124,0.09895848008816877,7.457684572377706,0.03843618165610792,6.571798141709861,0.02715405150372665,2.337140179955865,7.347373332136795,0.06350294230615795,0.9053508995809584,0.051024003024466885,0.06626144226872127,0.1826922975161903,0.32883646422954
BC07_72,0.29395897902869444,0.0676387168753633,0.04823618565284762,3.279768421593595,0.05380644369579382,0.2228045610452611,2.2069557323872795,0.2998307618223704,0.5129853348136765,0.08678376614206665,0.6452405126452653,0.070389327891398,0.09356017616233782,0.12829340100981754,0.267835392097615
BC07_43,3.7033222266742136,0.07587486697512763,0.09085343045111348,5.78484420107544,0.03421571533791298,3.1073530984482955,0.012926174444270048,6.884097237499192,5.86193055830849,0.0,2.8749936389329678,0.04544297076116712,0.0,0.3718376173304205,0.5646220524369807
BC07_39,0.0,0.03562390973072122,0.11103131238874396,1.9411063109464315,0.03421571533791298,0.27262045466299184,0.0172092900322231,0.0,6.582706526780787,0.0,2.183645305394656,0.04544297076116712,1.8910302678409223,0.020057652341253483,0.2473199349798197
BC07_39,0.0,0.03562390973072122,0.11103131238874396,1.9411063109464315,0.03421571533791298,0.27262045466299184,0.0172092900322231,0.0,6.582706526780787,0.0,2.183645305394656,0.04544297076116712,1.8910302678409223,0.020057652341253483,0.2473199349798197
BC07_08,4.7043740159799325,0.06073915785767853,0.02431967919541289,5.8109571587378,0.03562390973072122,0.34709867062226835,0.06901467791518046,0.886745224742109,4.543557747238345,0.19029879162659466,4.391217807602898,0.04684025420297235,0.0,0.02856915219677092,0.0
BC07_12,0.0,0.0398402645317911,0.03280614508324148,1.4184598375809911,0.03562390973072122,4.211868831412478,0.0172092900322231,0.0,6.0061857999462935,0.2666366425139895,0.8431798902571742,0.04823618565284762,2.379620962055708,0.07587486697512763,2.149584553158137
BC07_31,2.024674280411624,0.04684025420297235,0.03280614508324148,5.000631041050222,0.03421571533791298,2.7015490569430707,0.014355292977070054,4.186104332588892,6.109548615735818,3.1125333375539763,4.427539131491853,4.7427607866889385,0.0,0.0398402645317911,0.0
BC07_27,0.0,0.0,0.05797006863732995,1.4457267033499843,0.03562390973072122,1.0690146779151806,1.5694910919587162,6.644461994481813,4.040191071838295,0.0,5.879730268367713,0.04684025420297235,0.6470842126289537,4.822985018546877,0.0
BC07_15,1.4982508675278254,0.04684025420297235,0.021479727410451392,3.981213342970905,0.03421571533791298,3.84468693629507,0.012926174444270048,6.07354177655832,6.02806076015032,0.0,4.570705788537075,0.04544297076116712,3.7351972093841614,0.3045110418099528,0.0
BC07_38,3.4272038783030485,0.04684025420297235,0.02431967919541289,0.5300707422250839,0.03562390973072122,0.3729520979118291,0.04823618565284762,3.2194008821582414,6.656124494010416,1.5280711645787357,5.872139252452753,0.04823618565284762,0.0,1.3723949652380243,0.2228045610452611
BC07_39,0.0,0.03562390973072122,0.11103131238874396,1.9411063109464315,0.03421571533791298,0.27262045466299184,0.0172092900322231,0.0,6.582706526780787,0.0,2.183645305394656,0.04544297076116712,1.8910302678409223,0.020057652341253483,0.2473199349798197
BC07_06,0.0,0.04124298223188134,0.062121711907797486,0.2228045610452611,0.03562390973072122,3.6849309178760423,0.04124298223188134,0.0,3.4666271200415015,0.0,0.0,0.04823618565284762,0.0,0.022900402110078828,0.0
BC07_18,0.9745293124838816,0.08678376614206665,0.06488285158485439,1.8065302892595656,0.03562390973072122,0.42438467153809656,0.014355292977070054,1.2539892662307868,4.744322582245678,0.0,5.3557210837366656,0.04684025420297235,0.5479433112903502,0.05935527761642124,0.0
BC07_72,0.29395897902869444,0.0676387168753633,0.04823618565284762,3.279768421593595,0.05380644369579382,0.2228045610452611,2.2069557323872795,0.2998307618223704,0.5129853348136765,0.08678376614206665,0.6452405126452653,0.070389327891398,0.09356017616233782,0.12829340100981754,0.267835392097615
BC07_59,4.8805875792995215,0.05241589415113853,0.05935527761642124,0.0,0.03703073094496703,0.0,0.020057652341253483,0.0,5.544887177974316,0.0,1.9847716123854249,0.04823618565284762,0.0,0.03703073094496703,0.0
BC07_78,0.0,0.042644337408493715,0.02715405150372665,0.0,0.03843618165610792,0.0,0.018634174139050972,0.6942116077678904,7.2180352209555485,0.06350294230615795,0.0,0.051024003024466885,0.28688114778816154,0.26423615104354714,0.14795788138710142
BC07_57,0.0,0.04124298223188134,0.03562390973072122,0.7128158544373718,0.03562390973072122,5.741574847418796,0.0172092900322231,0.0,0.0,0.0,4.9726926540042635,0.04684025420297235,3.2896869428049804,1.9818526532897407,0.0
BC07_31,2.024674280411624,0.04684025420297235,0.03280614508324148,5.000631041050222,0.03421571533791298,2.7015490569430707,0.014355292977070054,4.186104332588892,6.109548615735818,3.1125333375539763,4.427539131491853,4.7427607866889385,0.0,0.0398402645317911,0.0
BC07_12,0.0,0.0398402645317911,0.03280614508324148,1.4184598375809911,0.03562390973072122,4.211868831412478,0.0172092900322231,0.0,6.0061857999462935,0.2666366425139895,0.8431798902571742,0.04823618565284762,2.379620962055708,0.07587486697512763,2.149584553158137
BC07_12,0.0,0.0398402645317911,0.03280614508324148,1.4184598375809911,0.03562390973072122,4.211868831412478,0.0172092900322231,0.0,6.0061857999462935,0.2666366425139895,0.8431798902571742,0.04823618565284762,2.379620962055708,0.07587486697512763,2.149584553158137
BC07_75,0.0,0.03843618165610792,0.02431967919541289,0.4874863493485362,0.03843618165610792,0.0,0.01578299724092746,0.0,0.0,0.062121711907797486,5.029276182370632,0.049630767724600434,3.283032774616415,0.025737561413608275,0.0
BC07_67,2.4651908879259823,0.10299399332332564,0.018634174139050972,0.0,0.03421571533791298,4.676718744118434,0.0172092900322231,0.0,6.745277675386722,5.2895394053460505,2.2615308152434057,0.04544297076116712,0.0,0.03703073094496703,0.16607267594670566
BC07_38,3.4272038783030485,0.04684025420297235,0.02431967919541289,0.5300707422250839,0.03562390973072122,0.3729520979118291,0.04823618565284762,3.2194008821582414,6.656124494010416,1.5280711645787357,5.872139252452753,0.04823618565284762,0.0,1.3723949652380243,0.2228045610452611
BC07_31,2.024674280411624,0.04684025420297235,0.03280614508324148,5.000631041050222,0.03421571533791298,2.7015490569430707,0.014355292977070054,4.186104332588892,6.109548615735818,3.1125333375539763,4.427539131491853,4.7427607866889385,0.0,0.0398402645317911,0.0
BC07_24,0.0,0.05935527761642124,0.09895848008816877,7.457684572377706,0.03843618165610792,6.571798141709861,0.02715405150372665,2.337140179955865,7.347373332136795,0.06350294230615795,0.9053508995809584,0.051024003024466885,0.06626144226872127,0.1826922975161903,0.32883646422954
BC07_75,0.0,0.03843618165610792,0.02431967919541289,0.4874863493485362,0.03843618165610792,0.0,0.01578299724092746,0.0,0.0,0.062121711907797486,5.029276182370632,0.049630767724600434,3.283032774616415,0.025737561413608275,0.0
BC07_12,0.0,0.0398402645317911,0.03280614508324148,1.4184598375809911,0.03562390973072122,4.211868831412478,0.0172092900322231,0.0,6.0061857999462935,0.2666366425139895,0.8431798902571742,0.04823618565284762,2.379620962055708,0.07587486697512763,2.149584553158137
BC07_15,1.4982508675278254,0.04684025420297235,0.021479727410451392,3.981213342970905,0.03421571533791298,3.84468693629507,0.012926174444270048,6.07354177655832,6.02806076015032,0.0,4.570705788537075,0.04544297076116712,3.7351972093841614,0.3045110418099528,0.0
BC07_36,0.0,0.06073915785767853,0.11503324294624008,1.7953513651665591,0.03562390973072122,0.8351156152582178,0.012926174444270048,0.0,5.373404609841311,0.16735792773851413,2.1156991534315863,0.04684025420297235,0.0,0.022900402110078828,0.7714630583656511
BC07_24,0.0,0.05935527761642124,0.09895848008816877,7.457684572377706,0.03843618165610792,6.571798141709861,0.02715405150372665,2.337140179955865,7.347373332136795,0.06350294230615795,0.9053508995809584,0.051024003024466885,0.06626144226872127,0.1826922975161903,0.32883646422954
BC07_06,0.0,0.04124298223188134,0.062121711907797486,0.2228045610452611,0.03562390973072122,3.6849309178760423,0.04124298223188134,0.0,3.4666271200415015,0.0,0.0,0.04823618565284762,0.0,0.022900402110078828,0.0
BC07_31,2.024674280411624,0.04684025420297235,0.03280614508324148,5.000631041050222,0.03421571533791298,2.7015490569430707,0.014355292977070054,4.186104332588892,6.109548615735818,3.1125333375539763,4.427539131491853,4.7427607866889385,0.0,0.0398402645317911,0.0
BC07_20,1.525066592078211,3.964491050449965,0.0398402645317911,3.553237610959864,3.553360503335328,4.9200074010045585,0.03421571533791298,0.27738969881086384,5.067810783789621,0.07997537672059589,6.433226548289904,0.06488285158485439,0.08542465625267767,4.684089352758035,2.5313190723547905
BC07_01,3.54089520493632,0.06073915785767853,0.04404433270602122,0.0,0.03703073094496703,0.0,0.018634174139050972,0.0,5.718772591827188,0.0,6.447066690928179,0.04823618565284762,0.0,0.02856915219677092,0.0
BC07_67,2.4651908879259823,0.10299399332332564,0.018634174139050972,0.0,0.03421571533791298,4.676718744118434,0.0172092900322231,0.0,6.745277675386722,5.2895394053460505,2.2615308152434057,0.04544297076116712,0.0,0.03703073094496703,0.16607267594670566
BC07_06,0.0,0.04124298223188134,0.062121711907797486,0.2228045610452611,0.03562390973072122,3.6849309178760423,0.04124298223188134,0.0,3.4666271200415015,0.0,0.0,0.04823618565284762,0.0,0.022900402110078828,0.0
BC07_87,5.5933238888348535,0.06350294230615795,0.1401242239090707,4.956149606572474,0.03703073094496703,0.2252749298695693,0.01578299724092746,0.0,3.5038575325774293,0.06073915785767853,4.90192882003766,0.049630767724600434,0.0,0.04124298223188134,1.623398682377264
BC07_18,0.9745293124838816,0.08678376614206665,0.06488285158485439,1.8065302892595656,0.03562390973072122,0.42438467153809656,0.014355292977070054,1.2539892662307868,4.744322582245678,0.0,5.3557210837366656,0.04684025420297235,0.5479433112903502,0.05935527761642124,0.0
BC07_73,0.0,0.04823618565284762,0.02998286621571432,0.0,0.04404433270602122,0.0,0.9803909560614716,1.0928839656784843,7.431706523966024,0.070389327891398,3.351628329102782,0.05658352836636753,0.07450543636362976,8.06444099305206,0.17248751551013405
BC07_12,0.0,0.0398402645317911,0.03280614508324148,1.4184598375809911,0.03562390973072122,4.211868831412478,0.0172092900322231,0.0,6.0061857999462935,0.2666366425139895,0.8431798902571742,0.04823618565284762,2.379620962055708,0.07587486697512763,2.149584553158137
BC07_66,2.082361969557473,0.08133962745193878,0.02715405150372665,5.0236102151826465,0.03562390973072122,0.3961594890731545,0.020057652341253483,1.3901173536663305,7.318497618860548,0.8032270364349277,6.548066655456705,0.04684025420297235,4.135863165368678,0.042644337408493715,0.0
BC07_59,4.8805875792995215,0.05241589415113853,0.05935527761642124,0.0,0.03703073094496703,0.0,0.020057652341253483,0.0,5.544887177974316,0.0,1.9847716123854249,0.04823618565284762,0.0,0.03703073094496703,0.0
BC07_66,2.082361969557473,0.08133962745193878,0.02715405150372665,5.0236102151826465,0.03562390973072122,0.3961594890731545,0.020057652341253483,1.3901173536663305,7.318497618860548,0.8032270364349277,6.548066655456705,0.04684025420297235,4.135863165368678,0.042644337408493715,0.0
BC07_20,1.525066592078211,3.964491050449965,0.0398402645317911,3.553237610959864,3.553360503335328,4.9200074010045585,0.03421571533791298,0.27738969881086384,5.067810783789621,0.07997537672059589,6.433226548289904,0.06488285158485439,0.08542465625267767,4.684089352758035,2.5313190723547905
BC07_57,0.0,0.04124298223188134,0.03562390973072122,0.7128158544373718,0.03562390973072122,5.741574847418796,0.0172092900322231,0.0,0.0,0.0,4.9726926540042635,0.04684025420297235,3.2896869428049804,1.9818526532897407,0.0
BC07_06,0.0,0.04124298223188134,0.062121711907797486,0.2228045610452611,0.03562390973072122,3.6849309178760423,0.04124298223188134,0.0,3.4666271200415015,0.0,0.0,0.04823618565284762,0.0,0.022900402110078828,0.0
BC07_35,0.0,0.2351143203763572,4.631802754924129,4.121098312086982,0.03703073094496703,3.489799802916523,0.01578299724092746,0.0,3.0166745954652683,0.06073915785767853,5.666586184769121,0.04823618565284762,0.0,0.03843618165610792,2.1176950426697547
BC07_35,0.0,0.2351143203763572,4.631802754924129,4.121098312086982,0.03703073094496703,3.489799802916523,0.01578299724092746,0.0,3.0166745954652683,0.06073915785767853,5.666586184769121,0.04823618565284762,0.0,0.03843618165610792,2.1176950426697547
BC07_15,1.4982508675278254,0.04684025420297235,0.021479727410451392,3.981213342970905,0.03421571533791298,3.84468693629507,0.012926174444270048,6.07354177655832,6.02806076015032,0.0,4.570705788537075,0.04544297076116712,3.7351972093841614,0.3045110418099528,0.0
